1720918143.612724, start program
1720918150.656693, after load data
1720918156.960962, Start training
1720918165.117053, Epoch 2.0 ended. Steps: 24
1720918166.766407, Evaluate
1720918169.406945, Epoch 2.0. Saved. Steps: 24
1720918176.882443, Epoch 3.0 ended. Steps: 36
1720918178.555730, Evaluate
1720918181.177244, Epoch 3.0. Saved. Steps: 36
1720918188.642841, Epoch 4.0 ended. Steps: 48
1720918190.093944, Evaluate
1720918192.689658, Epoch 4.0. Saved. Steps: 48
1720918200.175997, Epoch 5.0 ended. Steps: 60
1720918201.976691, Evaluate
1720918204.584093, Epoch 5.0. Saved. Steps: 60
1720918204.585292, End training
1720918206.333442, Evaluate
1720918206.333778, Exit
