1720915695.204306, start program
1720915702.154743, after load data
1720915708.481824, Start training
1720915716.615900, Epoch 3.0 ended. Steps: 36
1720915718.098218, Evaluate
1720915720.742549, Epoch 3.0. Saved. Steps: 36
1720915728.247079, Epoch 4.0 ended. Steps: 48
1720915729.654521, Evaluate
1720915732.287248, Epoch 4.0. Saved. Steps: 48
1720915739.733138, Epoch 5.0 ended. Steps: 60
1720915741.382251, Evaluate
1720915743.998030, Epoch 5.0. Saved. Steps: 60
1720915743.999193, End training
1720915745.419968, Evaluate
1720915745.420296, Exit
